id,vader_neg,vader_neu,vader_pos,vader_compound,name,rating,verified,date,title,body,like,dislike
249,0.33,0.472,0.198,-0.3384,teresa,3,True,17/02/2024,Stanley,Doesn't hold ice that well very disappointing,0,0
250,0.0,0.949,0.051,0.2263,MadisonM,2,False,18/12/2022,Ok but needs improvement,The style and the size of the cup in nice but it barely holds ice for long and the bottom of it the paint has already chipped and I've only had it for a month or so.,0,0
251,0.0,0.937,0.063,0.4005,KelseyB,3,False,27/02/2023,Mehh.,I was so excited to get this cup because of the color and the matte finish. After purchasing it started to chip away at the bottom and scratch where the color would come off. I would think for the price that wouldn't happen. 🙃,0,0
252,0.112,0.824,0.064,-0.4602,MillennialMom,1,False,30/12/2022,Stay Away from the Matte Finish,I really wanted to love this but the matte finish is just not practical. I've used my bottle for less than a week (received as a Christmas gift) and the finish on the bottom is already peeling/chipping off. Very disappointing.,0,0
253,0.028,0.716,0.256,0.9259,LoisK,5,False,17/12/2022,Love Stanley Quenchers,I love the Soft Matte finish.  Would love to also get it in 30oz size.  Hard to find that one. I love to fill it with Chick filet ice and then just add water and it stays cold all day and night!,0,0
254,0.0,0.853,0.147,0.7743,Jordyn,5,False,21/02/2023,So pretty,I just got my Stanley today & it is beautiful. I noticed some reviews saying that the lid & color are off but mine is the same color as the cup. I really hope the finish doesn't start to chip though with how expensive these are.,0,0
255,0.124,0.758,0.119,-0.071,LeahRE,3,False,19/11/2022,"Nice, but I don't recommend for pet owners","The cup is great, but I would not recommend it to anyone with a pet. The soft matte finish attracts hair. I have two dogs that shed. The dog hair (plus the static from the dry, winter air) sticks to the cup and it's kinda unpleasant.",0,0
256,0.113,0.653,0.234,0.5336,sky1234,2,False,30/12/2022,Chipping/ Peeling,"Don't get me wrong, I LOVE my stanley cups, but i was disappointed with the soft matte. These are suppose to be dishwasher safe, but after 2 washes mine started chipping/peeling.",0,0
257,0.19,0.667,0.143,-0.3037,TristonO,5,False,25/02/2023,Loooooove it,"I was cautious about ordering the matte just because of all the reviews saying the matte comes off, but I haven't had any problems with it yet. I absolutely looooove it! No damages and keeps everything cold! Also soooo cute!",0,0
258,0.046,0.741,0.213,0.875,KarlaD,3,False,18/03/2023,Overall ok,I love my Stanley tumbler. The handle is very convenient and the size is great. My one complain is that soft matte skin has began to split open after two months of use. This cup has only ever been hand washed and handled with love:(,0,0
259,0.0,0.897,0.103,0.4939,JessicaS,1,False,19/06/2023,Don't get it,Don't get the matte. I've had it for less than 2 months and the bottom is already flaking off. I've never put it in the dishwasher either only hand washed.,0,0
260,0.0,0.877,0.123,0.6369,MarianneN,3,False,13/03/2023,Soft touch finish is not durable,"Love Stanley cups, have several colors.  However, it seems that the soft touch is not nearly as durable as regular finish.  After half a dozen uses the bottom edge is all chipped.",0,0
261,0.133,0.675,0.192,0.2691,DavidR129301565,3,False,05/03/2023,Disappointed,Love this cup so much but the peeling factor on the matte is really disappointing!!! Especially because of the price of these are more than the original.,0,0
262,0.0,0.812,0.188,0.7574,CaleighS,1,False,21/03/2023,Matte finish PEELING OFF,The matte finish started peeling off after following all care instructions and treating it very gently. I've only had it for 3 weeks & I can't even get a message back from customer service 🥲,0,0
263,0.032,0.771,0.197,0.8684,LindsayC,5,False,16/02/2023,Get one 💯,Love it! Obsessed! Stays so cold for so long. And it's nice having the extra water vs. the 30oz Yeti I've used for the last couple of years. And better than my 40oz Hydroflask because this actually fits in my cup holder in the car.,0,0
264,0.223,0.651,0.126,-0.562,MaggieH,1,False,17/01/2023,This finish chips!,The finish has started chipping after 2 weeks of use. I'm honestly disappointed and shocked in the poor quality of a product that has received so many compliments. I have the regular finish and have not experienced anything like this.,0,0
265,0.198,0.7,0.103,-0.7461,BrittanyS,1,False,25/02/2023,Matte finish defect,"I purchased in January and have only hand washed twice and the matte finish is coming off. I love my cup but every time I try to submit a damage claim or warranty claim, the site shuts down. Very disappointing.",0,0
266,0.079,0.723,0.198,0.7631,MacfromCO,1,False,29/05/2023,Don't get the matte!,"Look this is an awesome cup, fits great in my cars cup holder and love the handle. SADLY it chips. A lot. They are replacing my cup but don't have an ETA on when and can't guarantee the same color. I would recommend trying the not matte one.",0,0
267,0.126,0.74,0.134,0.092,KimberleighH,3,False,22/05/2023,Finish not durable,"The color is beautiful (orchid) but there were tears in the coating within one week of use. The feel of the bottle is nice, but I'm not confident in the long term wear compared to the other finishes.",0,0
268,0.0,0.889,0.111,0.6249,JaniceM,3,False,27/12/2022,"Great cup, not so great outer coating","Great cup. Keeps my water really cold for a long time. After a couple days of use, the outside coating started chipping off. For as much as I paid for the cup, it should be more durable.",0,0
269,0.0,0.753,0.247,0.7825,KristinJ,3,False,29/03/2023,"Beautiful color, quick to chip...","I LOVED this tumbler when it first came. Beautiful color, I really wanted to continue to love it but it chipped quite fast. I have only had it since mid-January.",0,0
270,0.0,0.872,0.128,0.6908,KelliE,2,False,25/05/2023,Don't get the matte finish you,I love the Stanley tumbler but don't get the matte finish.  I purchased two of them and both had a few tiny bubbles that popped and left small pin holes. Also the material is easily scratched.  My next Stanley will be the non-matte finish.,0,0
271,0.0,0.825,0.175,0.7311,kristens,4,False,26/01/2023,Great cup—not the color I was expecting!,"Love the actual cup, but the color in person is way more blue. Maybe I'm colorblind, but definitely saw it as more green in the photo. Not quite navy, but close.",0,0
272,0.0,0.871,0.129,0.5569,EvelynO,3,False,08/03/2023,Matte peals,I really liked mine and the handle is great but the matte is peal on the edges and it just continues to peak with time. I've only had it about 2 weeks so we'll See.,0,0
273,0.049,0.881,0.069,0.1901,GinaZ,3,False,09/02/2023,40oz Cup,"I love this cup….The only problem i have is the color is starting to chip and it doesn't not keep my ice for long, the cup will keep my water cold but won't keep my the ice.",0,0
274,0.134,0.79,0.076,-0.4569,TeacherMom,3,False,19/12/2022,Already peeling,Love Stanley's 40oz quencher (I own three) but I'm very disappointed in the quality of the soft matte finish. Mine is already peeling off after a month of light use.,0,0
275,0.086,0.914,0.0,-0.4417,MeganC,2,False,11/05/2023,Not worth the money,Had for only a month before the matte material the cup is made from started peeling off around the bottom. Didn't expect it to do that for the price they cost. A little disappointing.,0,0
276,0.0,1.0,0.0,0.0,Anna,3,False,22/06/2023,Soft matte chips off,Bought this not realizing “soft matte” meant it was covered in a rubber coating. It has scratched/chipped off in many places. I've only had it a month and a half. Had I known it was covered in this rubber I would have gotten something different.,0,0
277,0.0,0.872,0.128,0.743,AngieF,3,False,12/03/2023,Beware of Soft Matte Coating,"I wanted to love this tumbler. 
I leaks. It is not a vacuum seal.
My bigger issue is the soft matte coating chips off with the slightest of bump. My mug sits on a desk most of the day, and the bottom is chipped, as well as the side.",0,0
278,0.0,0.81,0.19,0.714,BritniG,4,False,17/05/2023,Want to Love!,"I truly want to give this cup 5 stars but the outer finish was not right around the top of the cup when I received it and now, one month of use, it is coming off of the bottom as well.",0,0
279,0.187,0.603,0.21,0.0644,PaigeR,2,False,11/01/2023,Chips way too easily,I love my Stanley cups but this one missed the mark. No matter how careful I am there is nicks all over this water bottle. All which happened right after receiving. Disappointing and won't be buying this kind again anytime soon.,0,0
280,0.058,0.942,0.0,-0.1695,Mollie,3,False,21/02/2023,Not worth the hype,"Do not wash in dishwasher. The material will come off. Got it Friday, washed it before use and the material already came off. Def not worth the money.",0,0
281,0.171,0.607,0.222,0.6117,Kimbo,2,False,20/02/2023,Matte is not where it's at,"I love this cup so much! I wish I didn't get the matte though, I hand wash and the wear on the bottom is disappointing. Would NOT recommend the matte as it peels off like mad and I've only had it a month-for the price it's not worth it.",0,0
282,0.086,0.645,0.269,0.8924,AngelaM,3,False,08/03/2023,Handle is a different color than cup,I love this cup!  Easy to clean. Does a great job of keeping my ice all day. My complaint is that the handle is a different color than the cup itself and is very noticeable. Just doesn't look as nice in my opinion.,0,0
283,0.0,0.7,0.3,0.8908,KaitlynS,3,False,19/07/2023,Matte scratches off,"Cup is great, matte coating not so much. It scratches off fairly easy and I'm very careful with it. Definitely showing wear where it hits my cup holder in the car",0,0
284,0.0,0.75,0.25,0.8398,ChristiN,5,False,26/06/2023,Stanley 40oz,"I love my Stanley tumblers, especially the soft matte.  As a nurse, it's important to me that my water stays cold during my 12 hour shifts, and Stanley definitely delivers on that!",0,0
285,0.0,0.827,0.173,0.7871,BrianaT,5,False,01/03/2023,Absolutely love,I use this cup every day! Day in and out. I love how easy it is to hit not only my hydration goals but above them. It easily fits in my work vehicle or personal vehicle and holds ice for a very long time.,0,0
286,0.071,0.671,0.258,0.8363,EmilyE,1,False,30/06/2023,Not up to par,"After only hand washing and taking great care of the cup, the top matte layer is starting to peel and show the aluminum body underneath. Very disappointed. Also ice is only lasting about 6 hours in the cup",0,0
287,0.077,0.819,0.104,0.2732,AshleyB,4,False,28/02/2023,Love but a flaw,I got this cup in the beginning of January. I use it every day. I love the matte blue. My only issue is that it is putting on the base. I'm sad that the matte isn't more durable.,0,0
288,0.135,0.669,0.195,0.437,SarahT,2,False,09/07/2023,Not worth the hype,"Absolutely, positively not worth the hype friends. The matte finish looks fantastic, but it wears off just from putting it in a car cupholder. You may as well forget it if you drop it as far as wear and tear.",0,0
289,0.0,0.587,0.413,0.9623,LindseyB,5,False,21/12/2022,Great cup,Bought this so I could drink more water while at work. Love that it fits in my cars cup holder. The matte feel is super nice and easy to clean. A pretty cup that stays cold,0,0
290,0.0,0.854,0.146,0.7178,SamanthaH,3,False,05/03/2023,Matte finish not sturdy,Great cup. Matte finish isn't very sturdy from what I can tell. I have been very careful with my cup and it still has a chip in the paint. I haven't had it for more than a month with very light use. 👎,0,0
291,0.093,0.762,0.146,0.533,AndreaW,3,False,18/01/2023,Weird - Two colors,"Love this in concept but WHY is the handle and lid a different color (dusty rose) than the mug itself???  It's weird.  I wish the whole thing was dusty rose, or Dune but the two-tone is strange and NOT AS DESCRIBED.",0,0
292,0.0,0.796,0.204,0.8745,AbbieH,5,False,18/03/2023,I'm a cool teacher now!,"I purchased the blue matte 40oz, and it's been the best water bottle I've ever had. I have not had any issues with the matte finish chipping, like others have mentioned. I feel so cool because I was able to get my Stanley before my students!",0,0
293,0.047,0.648,0.305,0.9266,AbbyR,4,False,25/02/2023,You need to get this color,this was a PERFECT color for me!! One this is that you held it back another week. Shale is so nice. With the other reviews I heard my bottle came nothing like that. PERFECT BOTTLE!!!,0,0
294,0.0,0.634,0.366,0.936,JAIMIEK,3,False,11/11/2022,PAINT CHIPS OFF.,"I love the color of this one, but after 3 weeks the paint is already chipping off the cup. Super bummed because these are beautiful and are expensive...",0,0
295,0.095,0.707,0.198,0.6749,AnaR,3,False,03/03/2023,"Great cup, not the finish",I love this cup but the soft matte finish peels off immediately! It's been less than a month and mine has already started to come off and it make me sad because I love the cup otherwise.,0,0
296,0.203,0.659,0.138,-0.5106,LindseyM,1,False,19/03/2023,Do NOT buy the matte!,Love the cup but poor quality for the money. The soft matte top coating started chipping immediately. It continues to chip everyday. Faulty product for the money.,0,0
297,0.053,0.86,0.087,0.1779,ColtonL,2,False,24/02/2023,Losing finish,"It's a soft touch exterior which is super nice but shortly after receiving it the bottom started to literally flake off and is exposing bare metal, just setting this down causes this? Other than that it keeps ice for as long as my wife would need it",0,0
298,0.157,0.794,0.049,-0.719,Stephaniew,3,False,26/06/2023,Feel cool but the material will peel and chip sadly,All soft matt have stuff stick to them all the time and they peel so much and chip very easily. I only claimed one for I don't wanna. Keep making claims and I don't wanna use the other soft Matt cups to much because of fear it then being ruined :/,0,0
299,0.051,0.771,0.177,0.7097,CLD75,3,False,14/02/2023,Buy the cheaper one,Love the soft velvet feel of the matte finish but I've only had it 2 weeks and it is already peeling away.  Never been dropped and always hand washed.  Not worth the extra money.,0,0
300,0.129,0.63,0.242,0.7684,TianaT,2,False,28/02/2023,Not great quality for the price,I like this cup but after only a little over a month the soft matte outside is chipping off everywhere. I'm pretty gentle with this cup too and only hand wash it and use it around the house for water. Not super impressed considering the price,0,0
301,0.056,0.814,0.13,0.4404,KaylaA,3,False,24/02/2023,Color not as pictured,"I was all excited for the new ""shale"" color, however when it arrived it's definitely not the teal-ish color it appears in the pictures. It's more of a medium gray. No blue hues in it at all.",0,0
302,0.097,0.845,0.059,-0.1586,SavannaW,3,False,27/02/2023,Don't go for soft matte :/,"Soft matte coating started peeling I'm scared to even put the cup in my car cup holder cause I don't want it to chip even more than it already peeled, other than that it's a 10/10 I would just recommend a different coating",0,0
303,0.0,0.786,0.214,0.8779,MorganM,2,False,27/12/2022,Only for looks,I love the cup…it's pretty and keeps my drinks cold. But…after the first run on the treadmill the matte coating came off from being put in the cup holder. The cup is definitely for looks and not built for actual use….,0,0
304,0.113,0.627,0.26,0.6597,LT,2,False,14/03/2023,Chipped quickly,"Chipped very shortly after getting it. Love everything else, but disappointed in this since I hadn't even put it in the dishwater and took care of it well.",0,0
305,0.038,0.7,0.262,0.8805,BiancaO,5,False,19/12/2022,Best big mug,"I love the Oz really makes it count when I want to make sure I stay hydrated during my work day, in any days I forget to get up when I'm hyper concentrated and having this here full and ready really supports my liquid intake.",0,0
306,0.082,0.918,0.0,-0.395,KenleeC,3,False,19/07/2023,Cute but is it work it,My has chipped all over the bottom and across the front and back on manny places I live it over all but do not recommend this specific matte material of the cup,0,0
307,0.0,1.0,0.0,0.0,JasonW,3,False,12/07/2023,Usage.,"Keeps drinks very cold, but for the price I would t expect the color to come off the cup. Both of them that I purchased are having the exterior color chip off.",0,0
308,0.0,0.823,0.177,0.7696,MichelleH,1,False,20/02/2023,"For the price, the quality sucks in workmanship. Come on Stanley.",I've barely had it a full month. I'm super careful with it! I just now touched the side of it with my finger and the coating fell right off in two spots. What the heck!!!!!,0,0
309,0.0,0.497,0.503,0.9729,TristaW,5,False,04/01/2023,Red Rust Love,"Love love love this tumbler! I love everything about this tumbler, the color, how it fits in my vehicle cup holder and the tumbler is ergonomic. I would definitely recommend.",0,0
310,0.0,0.939,0.061,0.3818,AlisonR,4,False,28/06/2023,Soft matte scuffs and tears,"I love this cup and it keeps everything cold, but I have never dropped it. Put it in a cup holder, and when I took it out there were scuffs and marks all over the side of the cup.  Now my cup looks beat up.",0,0
311,0.063,0.887,0.05,-0.1645,AmandaS,2,False,20/12/2022,First disappointment,I have about 5 Stanley cups this size (40oz) and this is the first one that has some type of damage to it after only having it for a month. The coating on this matte tumbler has chipped/peeled away and now I don't use it so it doesn't get any worse.,0,0
312,0.1,0.9,0.0,-0.4585,FaithA,1,False,24/01/2023,Chipping on bottom and side,"I received this cup around Christmas. It is already chipping on the bottom and on the side. I am not happy with this purchase, considering the price of this cup.",0,0
313,0.0,0.7,0.3,0.8904,JaymieT,5,False,31/01/2023,Love these matte cups,This is by far my favorite! It's soft and just everything about it…SMOOTH!! It's durable and holds up well. I was once a Hydroflask user. Though I've definitely made a turn for the better.,0,0
314,0.07,0.764,0.166,0.5256,michelles,1,False,21/06/2023,Save the extra $ and don't get soft matte.,Knicks and scratches very easily. I even purchased a boot for the bottom to prevent from damage. All my other Stanley's are in amazing condition and I've had them forever. This is my first soft matte and i won't be purchasing another.,0,0
315,0.0,0.708,0.292,0.9541,MarthaR,5,False,19/03/2023,my Stanley,Love it my husband bought this one for me . I had been looking for them ever since I bought my daughter on for Christmas.. it's so easy to fit this cup in my cars cup holder…. My yeti's don't fit so glad I got this Stanley will buy other colors.,0,0
316,0.239,0.702,0.058,-0.8592,BethanyS,2,False,08/03/2023,Disappointing Finish,"I absolutely love Stanley Cups, but the soft Matte is terrible. I've had mine for 1 months and the amount of scratches, chips, and holes in the finish is ridiculous. Anytime it tips over or hits something, it's damaged.",0,0
317,0.0,0.929,0.071,0.465,Ashleigh,3,False,16/02/2023,Chipped cup,"Beautiful cup, works as it should but had not even 2 weeks when it chipped in 3 places. Contacted customer service twice, still have yet to hear anything back! For the expense of this cup it should Not be chipping after a few weeks!",0,0
318,0.0,0.631,0.369,0.9449,Crystal,5,False,04/01/2023,Dune obsessed 🤌🏼😍,"Absolutely gorgeous! The color, design, the feel! Soft matte is so nice and smooth! My first Stanley and worth the investment because I drink a lot of water. I love it so much!",0,0
319,0.0,0.707,0.293,0.9136,kaceyp,5,False,31/01/2023,Favorite tumbler,I have the original Stanley as well and I love the improvements made with this newer version. The straw stays in place and makes it easier to drink out of and the soft Matte is beautiful… I might need another color.,0,0
320,0.046,0.748,0.206,0.7807,LORIJEAN,1,False,09/12/2022,Matte 40 oz peeling on bottom,Not sure why the matte is peeling on the bottom.  I am hoping you can send me a replacement. I have the stainless 40 oz and I love my Stanley cups. I also have the mustard colored matte which is fine,0,0
321,0.106,0.646,0.249,0.7353,MicheleS,5,False,18/12/2022,Love Love Love,Couldn't love this cup any more if I tried! Love this more than the Adventure quencher as the lid is better/easier to put on and the straw is less rigid. Well worth the extra $10.,0,0
322,0.09,0.686,0.224,0.805,MandyN,2,False,14/07/2023,Peeling in less than 4 months,So sad to be writing this because I love this color and the idea of the cup but after less than 4 months my stanley is peeling. Definitely not worth the price tag with the pretty soft matte colors 😭,0,0
323,0.094,0.731,0.175,0.5281,AubreeW,4,False,08/03/2023,"Beautiful, but the finish is chipping.","I love this cup, HOWEVER, it is chipping so badly. Chunks of the matte finish is coming off and I don't know why. I haven't dropped it, I don't put it in the dishwasher, I only hand wash it.",0,0
324,0.0,0.649,0.351,0.9495,JackieM,5,False,22/02/2023,Amazing & Cute,"I purchased Stormy Sea, the color is so nice in person, soft touch feel is great and love how my ice lasts throughout my whole shift, get this. Ice cold water for the win.",0,0
325,0.0,0.635,0.365,0.9282,SarahM,5,False,26/04/2023,Love it.,I received the cup as a  Christmas present from my aunt and ever since I got it I absolutely love it!!!    It's a awesome gift for anyone at any age!!,0,0
326,0.164,0.714,0.122,-0.1035,KatelynW,2,False,03/03/2023,Poor quality,"Would not recommend the matte finish. It looks great, chipped after just a few regular days of use without being scratched or dropped. Very disappointed for the price.",0,0
327,0.484,0.341,0.174,-0.6749,Ashley,5,True,02/11/2023,"Great product, but order from Stanley website","Great product, but drop shipper sent wrong color!",0,0
328,0.0,0.656,0.344,0.6369,Makyra,2,True,18/09/2023,It was okay.,"Love the cup , just didn't get the correct color .",0,0
329,0.182,0.794,0.024,-0.8786,AlvinC,2,False,31/05/2024,Disappointing First Leaker..,"My first Leaked, as well as my wife's..You replaced hers, but would not replace mine..It is sad that you KNEW They were going to leak and sold them anyway, making my second purchase with a different lid a necessary thing if I wanted one that did not Leak.. Integrity in a company would have replaced my first one without charge..",0,0
330,0.102,0.653,0.244,0.571,VictoriaH,4,False,24/04/2023,04-May,I LOVE my Stanley! But I do NOT recommend getting a matted cup. Marks show up easily compared to the other style cup.,0,0
331,0.0,0.81,0.19,0.6124,SamuelEA,5,False,06/03/2023,"The bigger, the better!!",Bigger than expected. But I am glad because I need to drink 80 oz a day. I carry it every where I go.,0,0
332,0.0,0.693,0.307,0.7951,JessicaB,5,False,30/12/2022,Cup,Absolutely amazing! It keeps my water so cold & this cup gave me motivation to start working out again!,0,0
333,0.0,0.588,0.412,0.9274,SabrinaC,5,False,06/03/2023,"Well worth the money , Amazing!","Love everything about my Stanley, love that u can keep your drinks hot and cold for periods of time, love the size.",0,0
334,0.094,0.906,0.0,-0.3988,ArmelleC,1,False,02/02/2023,Handle broke,My handle broke… this is terrible… I will except a new one for this prices the quality is really not good. I just tried to open it and it broke…,0,0
335,0.138,0.732,0.13,-0.0498,Juliana,1,False,09/03/2023,Not good,"Very poor quality, I've only had it for a month and have hand washed it and it started peeling after 2 weeks",0,0
336,0.131,0.763,0.106,-0.1531,Anonymous,3,False,10/11/2022,CHIPS,"It's gorgeous but unfortunately chips
Mine arrived chipped so now I'm afraid to buy another of the soft matte edition.",0,0
337,0.064,0.745,0.191,0.6996,JessicaK,5,False,21/02/2023,I'd buy more and will,"I love my cup! It keeps my hot drinks hot ALL day and my ice drinks last or I should say my ice don't melt for 2 days 
I do wish it was leak proof",0,0
338,0.262,0.683,0.055,-0.7032,CailynnG,1,False,09/06/2023,It's ok,Soft Matt peels off almost immediately not a great travel cup unless you want it to be ruined right away,0,0
339,0.088,0.669,0.243,0.6908,JacieG,4,False,02/11/2022,Love the tumbler but…,Small blemish on the logo when I received it which is disappointing but other than that I love the quencher,0,0
340,0.0,0.754,0.246,0.7791,TaylorC,2,False,20/07/2023,Cup chipped/peeling out,My cup started to chip on the outside after a month. I don't drop it and I handle it with care. I'm hoping the company can send me a new one.,0,0
341,0.0,0.608,0.392,0.8408,WhitneyC,5,False,19/02/2023,10 stars if I could!,Love it!! Can't leave home without it! It goes everywhere with me🤍 10/10 recommend it to everyone!!,0,0
342,0.0,0.802,0.198,0.6901,Anonymous,5,False,04/05/2023,Goodbye I will be there soon as you get there and you will,Really good cup and stuff like agh and a little coffee in the fridge and then a cup and then some tea in a mug of water for,0,0
343,0.105,0.565,0.331,0.765,KarlaB,3,False,29/01/2023,Mediocre quality,I love my Quencher. I'm just upset that the soft finish eventually cracks/comes off. The color is gorgeous.,0,0
344,0.137,0.661,0.203,0.128,MandyL,3,False,06/06/2023,Doesn't hold ice well,I feel like this Stanley doesn't hold the ice as well as my other Stanley's. Disappointed with this one.,0,0
345,0.0,0.794,0.206,0.7377,AmyC,3,False,10/11/2022,Soft Matte isn't durable.,"They chip so easily, this is nothing to do with the functionality of the product but more the coating for the soft matte chips SO easily.",0,0
346,0.088,0.835,0.077,-0.0642,KristenC,3,False,10/07/2023,⭐️⭐️⭐️,I like the functionality of this but the brand logo was not straight when printed and it was still sold to me.,0,0
347,0.0,0.774,0.226,0.8065,ChelseaC,5,False,26/03/2023,Worth every penny,Best cup I've ever had! Keeps ice for days and I can fit a whole bottle of water in it even when it's filled to the brim with ice!,0,0
348,0.0,0.624,0.376,0.8331,crystalp,4,False,17/01/2023,Just get the cup!,Absolutely beautiful!!! Feels like luxury. I did remove a star because of the discoloration from the handle.,0,0
349,0.0,1.0,0.0,0.0,KayKay,5,False,14/03/2023,Stanley saves the day!,"Recovering from surgery, my Stanley is lightweight and kept my water cold around the clock! Cannot live without!",0,0
350,0.163,0.772,0.064,-0.5706,KatyC,3,False,29/04/2023,Issue with Color Chipping,"I do like this tumbler but it is chipping a lot towards the bottom of the cup, for the price I don't think it's great quality.",0,0
351,0.123,0.797,0.08,0.1909,DesireeO,3,False,11/12/2022,Aesthetically pleasing.. Ice melts,Love the size and color. BUTTT the ice didn't last past two hours! Not sure if my cup is defective but it doesn't hold ice for long AT ALL!,0,0
352,0.179,0.633,0.188,-0.1913,MCC22,3,False,06/11/2022,Crooked lid position,"Beautiful color but lid won't screw on straight. I've tried a thousand times and no matter how I put it on, it's always crooked.",0,0
353,0.0,0.835,0.165,0.5187,BrittanyS,4,False,17/02/2023,“Soft” is not durable,"Beautiful color and keeps my water and ice nice and cold, but less than 5 hours of use and it is already scratched and unfixable.",0,0
354,0.0,0.724,0.276,0.8309,AmandaM,5,False,31/12/2022,"Great Cup, awesome quality!",This cup definitely lives up to the hype! I've had tons of high quality cups and this one takes the cake… pretty sure I need more colors!,0,0
355,0.15,0.726,0.124,-0.1531,YolandaR,2,False,03/01/2023,Quality,Horrible quality peeling at base of cup you wound think that fir the cost the quality would be better,0,0
356,0.17,0.703,0.127,0.0088,KaylaK,3,False,17/05/2023,Finish not durable,"Matte finish chipping off within a week, not worth the price. Competitor cup holding up better with a lower price point.",0,0
357,0.0,0.799,0.201,0.743,KatieS,3,False,02/01/2023,Not durable.,Beautiful color but soft matte finish scratches easy. Not durable. This is after a couple of days of going in and out of a cup holder in my car.,0,0
358,0.101,0.609,0.289,0.8281,Abrinna,2,False,21/01/2023,Peeling,"Really like this cup but it's sad that the matte peels so easily, next thing you know it's all peeled. Love this cup but the peeling just ain't it",0,0
359,0.0,0.547,0.453,0.9227,BrooklynH,5,False,06/04/2023,Best water bottle ever,I absolutely love my Stanley tumbler so far it is so durable cute and my favorite water bottle I recommend to anyone.,0,0
360,0.0,1.0,0.0,0.0,MadisonL,1,False,20/12/2022,Can't take wear and tear,Soft matte material is not durable against the material of my car's cupholders. I've had it not even 2 months and there's scratches all over!,0,0
361,0.0,0.766,0.234,0.6697,AshleyF,3,False,18/06/2023,Chipping or pilling whatever you wanna call it,Absolutely love it I love the color but the only thing is it's shipping or pilling. Whatever you wanna call it.,0,0
362,0.0,0.649,0.351,0.8695,Anonymous,3,False,08/07/2023,Color chips,I wish I could give it 5 stars i do like my cup a lot what I don't like is that the soft Matte chips so easily at the bottom,0,0
363,0.151,0.766,0.083,-0.4835,StephanieC,3,False,25/01/2023,Disappointed,Love my cup but I have only had it for a few days and it is already chipping. I haven't dropped it or been rough with it. Very disappointing.,0,0
364,0.215,0.785,0.0,-0.7425,Anonymous,2,False,11/03/2023,Avoid soft matte.,The silicone coating chips off down to bare metal.  Ruins the look of the cup and for the price I am very disappointed in this product.,0,0
365,0.377,0.623,0.0,-0.8654,ErikaC,1,False,07/03/2023,Don't buy it,Not happy about it. After a month it looks so bad. For me it's a no. I wont be buyung this anymore...,0,0
366,0.0,0.83,0.17,0.5719,jenmar,1,False,30/04/2023,Defected items,I ordered 2 40 ozs for myself and daughter both came in flawed. As much as I paid plus shipping on top of that I would expect better quality,0,0
367,0.15,0.757,0.094,-0.3716,Anonymous,3,False,29/04/2023,Great but defective.,I love this tumbler But it's starting to peel. I know a few people who are having the same issue. It's a shame to spend so much.,0,0
368,0.0,0.898,0.102,0.3818,JessiF,2,False,07/06/2023,Paint Chipping,"Wanted to love this cup, but the coating began chipping only a few week after getting it. Now the bottom is almost completely chipped off.",0,0
369,0.0,0.906,0.094,0.4012,ChristinaP,2,False,20/07/2023,Bottom peeling off,It's really great but I've only had it for a couple months and the paint is all peeling off on the bottom. Bummed since it was so expensive…,0,0
370,0.0,0.602,0.398,0.8974,NickW,2,False,05/03/2023,Beware of the matte finish,The finish chips off easily. I use it daily but don't slam it 😂. Just wish it held up better considering the price.,0,0
371,0.0,0.898,0.102,0.3818,MaddieW,2,False,01/04/2023,Finish chips,I love this cup and it keeps my water cold for so long but the matte finish chips and its just metal from underneath showing,0,0
372,0.1,0.711,0.189,0.4371,CJJ,2,False,25/04/2023,Soft matte peeling,"Would not recommend the soft matte version. It started to peel after two uses. Otherwise, a wonderful tumbler!",0,0
373,0.065,0.65,0.285,0.8131,AlinaR,4,False,02/11/2022,Love it!!,I love the matte feel and the color is so pretty. I am a little worried about how it'll hold up in the dishwasher though,0,0
374,0.066,0.587,0.348,0.7389,rinni,5,False,06/07/2023,The color!!!,"Color is stunning, im a little worried about the matte finishing peeling off but hoping it'll be fine",0,0
375,0.0,0.741,0.259,0.8779,Anonymous,5,False,28/02/2023,LOVE MY STANLEY,I LOVE IT SMMMM IT IS SO SOFT!! I have been drinking more water than I did before and also it is soooo cute. And it keeps my drink SOO cold!.!.,0,0
376,0.139,0.861,0.0,-0.5256,Rebekah,3,False,05/03/2023,Don't drop it,"Dropped it one time from about 2ft and the soft matte coating scraped right off. So sad. 

Cup keeps the drink cold.",0,0
377,0.19,0.693,0.117,-0.34,Tayjo,1,False,04/01/2023,Poor Quality,The silicone was destroyed after 1 use. It rubbed off on the cup holder in the car the first day I used it. Super upsetting given the price.,0,0
378,0.0,0.603,0.397,0.9447,Anonymous,5,False,08/01/2023,Outstanding,Amazing! I get so many compliments. This cup is super soft and the Dune color is beautiful. 10/10. This is my 2nd cup and I will be purchasing more!,0,0
379,0.0,0.656,0.344,0.9004,SavannahS,2,False,06/03/2023,Love the cup but not great quality for the price,"Loved the color and the way it feels, but the bottom started chipping so fast. I hand wash only and try to be gentle always.",0,0
380,0.137,0.711,0.152,0.079,Anonymous,3,False,01/05/2023,Dune 40oz,The soft matte was chipped within the first couple hours. Honestly very unimpressed with the produce,0,0
